species	proteome_id	tax_id	superregnum	uniprot_fasta_file	count	mean	var	log10_mean	log10_var	division_both_dbs
Mycolicibacterium chubuense (Mycobacterium chubuense)	UP000036176	1800	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000036176/UP000036176_1800.fasta.gz	5700.0	321.0217543859649	50912.918284340434	2.4232395190748752	0.0753592835121692	bacteria
Nocardia otitidiscaviarum	UP000255467	1823	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000255467/UP000255467_1823.fasta.gz	6808.0	325.16935957696825	129366.04608908588	2.4107243014382465	0.0851439353168149	bacteria
Nocardioides luteus	UP000033772	1844	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000033772/UP000033772_1844.fasta.gz	5357.0	322.64663057681537	37576.42309030656	2.439239427262564	0.0624740481722835	bacteria
Pseudonocardia thermophila	UP000184363	1848	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000184363/UP000184363_1848.fasta.gz	5850.0	314.09726495726494	50284.30905389627	2.416351721483975	0.0745890222557287	bacteria
Dermatophilus congolensis	UP000242637	1863	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000242637/UP000242637_1863.fasta.gz	2311.0	338.3517957594115	51760.15800434961	2.4413961704212377	0.0827983436935216	bacteria
Actinoplanes teichomyceticus	UP000320239	1867	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000320239/UP000320239_1867.fasta.gz	7203.0	329.8085519922255	68452.73687770027	2.422825040372605	0.08530197996683	bacteria
Actinoplanes utahensis	UP000054537	1869	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000054537/UP000054537_1869.fasta.gz	7275.0	313.520824742268	57739.83249863233	2.409900777790732	0.075100324891599	bacteria
Micromonospora echinospora (Micromonospora purpurea)	UP000198253	1877	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000198253/UP000198253_1877.fasta.gz	6415.0	355.73094310210445	144679.96875706178	2.448449853161979	0.0845541175171668	bacteria
Micromonospora olivasterospora	UP000319825	1880	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000319825/UP000319825_1880.fasta.gz	6202.0	322.90938406965495	124586.80713979148	2.3882132489972823	0.0997169732993884	bacteria
Streptomyces actuosus	UP000247634	1885	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000247634/UP000247634_1885.fasta.gz	7068.0	328.35172608941707	57570.06192287276	2.431458689033452	0.0755183472518521	bacteria
Streptomyces albus	UP000501001	1888	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000501001/UP000501001_1888.fasta.gz	6377.0	340.0221107103654	164361.4381873259	2.4390984608183146	0.0768744643480454	bacteria
Kitasatospora aureofaciens (Streptomyces aureofaciens)	UP000037395	1894	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000037395/UP000037395_1894.fasta.gz	7620.0	321.12204724409446	83586.2121664343	2.4119157738709847	0.0793992419466918	bacteria
Streptomyces clavuligerus	UP000002357	1901	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000002357/UP000002357_1901.fasta.gz	7290.0	338.661316872428	83077.68429021238	2.4221736927420783	0.0985974395080896	bacteria
Streptomyces glaucescens	UP000029482	1907	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000029482/UP000029482_1907.fasta.gz	6550.0	334.97908396946565	65211.79571453716	2.432215981057467	0.0841171155929486	bacteria
Streptomyces lincolnensis	UP000092598	1915	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000092598/UP000092598_1915.fasta.gz	8567.0	343.1177775183845	51503.07123073593	2.4562306225374275	0.0717766443136419	bacteria
Streptomyces albireticuli	UP000195755	1940	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000195755/UP000195755_1940.fasta.gz	6966.0	334.0706287683032	105261.49508264835	2.41708676838592	0.0940515421162119	bacteria
Streptomyces jumonjinensis	UP000419138	1945	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000419138/UP000419138_1945.fasta.gz	7035.0	319.45259417199713	47926.150830275285	2.416926384668135	0.0796592858874123	bacteria
Streptomyces kasugaensis	UP000292452	1946	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000292452/UP000292452_1946.fasta.gz	7310.0	319.2573187414501	61849.85975967265	2.4140478562924907	0.0792016354079042	bacteria
Streptomyces olivochromogenes	UP000217446	1963	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000217446/UP000217446_1963.fasta.gz	10549.0	314.6428097449995	53649.79125020091	2.4032903566927355	0.0879418745767748	bacteria
Thermomonospora echinospora	UP000236723	1992	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000236723/UP000236723_1992.fasta.gz	7946.0	316.2608859803675	48202.55257185182	2.4112250505056254	0.0831047947188589	bacteria
Actinomadura madurae	UP000183413	1993	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000183413/UP000183413_1993.fasta.gz	9393.0	327.3565421058235	59670.726888893485	2.4288821377075256	0.0782931550326075	bacteria
Streptoalloteichus hindustanus	UP000184501	2017	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000184501/UP000184501_2017.fasta.gz	6533.0	317.82902188887186	55885.11788387169	2.4093504209275585	0.083511831682283	bacteria
Kibdelosporangium aridum	UP000192674	2030	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000192674/UP000192674_2030.fasta.gz	11140.0	334.141921005386	81702.18948046419	2.427743633115933	0.0827053223173279	bacteria
Microbacterium testaceum (Aureobacterium testaceum) (Brevibacterium testaceum)	UP000072189	2033	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000072189/UP000072189_2033.fasta.gz	3472.0	318.13853686635946	37994.55902154056	2.428125041411705	0.068471780169394	bacteria
Aeromicrobium erythreum	UP000067689	2041	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000067689/UP000067689_2041.fasta.gz	3120.0	314.55961538461537	49505.65146250032	2.416773137551912	0.0711295029832086	bacteria
Nocardioides simplex (Arthrobacter simplex)	UP000030300	2045	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000030300/UP000030300_2045.fasta.gz	5426.0	317.51640250645045	43179.564062705416	2.4204585030617944	0.0752498563113132	bacteria
Kitasatospora griseola (Streptomyces griseolosporeus)	UP000032066	2064	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000032066/UP000032066_2064.fasta.gz	5875.0	317.48902127659574	75635.73000372358	2.4105614563691264	0.0773695610502977	bacteria
Saccharothrix australiensis	UP000282084	2072	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000282084/UP000282084_2072.fasta.gz	6519.0	348.3201411259396	132200.5349594155	2.4333319235463446	0.0897677274946604	bacteria
Pseudonocardia autotrophica (Amycolata autotrophica) (Nocardia autotrophica)	UP000194360	2074	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000194360/UP000194360_2074.fasta.gz	6859.0	318.42688438547896	63326.17265711859	2.419258496838724	0.0757213071692717	bacteria
Sporolactobacillus inulinus	UP000319716	2078	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000319716/UP000319716_2078.fasta.gz	4718.0	179.93726155150486	19003.37617753217	2.133125546610078	0.1107886686810509	bacteria
Anaeroplasma bactoclasticum	UP000266506	2088	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000266506/UP000266506_2088.fasta.gz	1953.0	338.95289298515104	74330.51929618577	2.427344931576638	0.091051794535611	bacteria
Mycoplasma californicum	UP000027088	2113	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000027088/UP000027088_2113.fasta.gz	610.0	377.0622950819672	108228.67919997846	2.461946728878941	0.0990997178728543	bacteria
Mycoplasma neurolyticum	UP000289440	2120	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000289440/UP000289440_2120.fasta.gz	836.0	361.08971291866027	139723.11409764204	2.421422106226876	0.1191026993762278	bacteria
Mycoplasma orale	UP000290482	2121	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000290482/UP000290482_2121.fasta.gz	631.0	359.98732171156894	101073.01888662492	2.438068362105252	0.1026099722494716	bacteria
Mycoplasma putrefaciens	UP000259606	2123	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000259606/UP000259606_2123.fasta.gz	1378.0	126.2576197387518	8736.338086414482	2.005600420547433	0.079874581064652	bacteria
Spiroplasma poulsonii	UP000031565	2138	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000031565/UP000031565_2138.fasta.gz	2003.0	229.4283574638043	38493.267966681335	2.2268911930918134	0.1174846552045285	bacteria
Spiroplasma clarkii	UP000231179	2139	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000231179/UP000231179_2139.fasta.gz	1324.0	341.9509063444109	53923.46621988842	2.437822345167359	0.0904216246850123	bacteria
Spiroplasma gladiatoris	UP000294309	2143	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000294309/UP000294309_2143.fasta.gz	1024.0	337.1015625	55218.79710410557	2.4280020024588795	0.0929337140176229	bacteria
Solemya velum gill symbiont	UP000030856	2340	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000030856/UP000030856_2340.fasta.gz	2657.0	299.6123447497177	46589.99424514014	2.3762080388084263	0.0930659225344905	bacteria
Candidatus Sodalis pierantonius str. SOPE	UP000019025	2342	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000019025/UP000019025_2342.fasta.gz	2189.0	299.4655093650069	33079.79097164399	2.399742479270745	0.0714860341626574	bacteria
Sporomusa termitida	UP000320776	2377	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000320776/UP000320776_2377.fasta.gz	4716.0	315.2152247667515	60220.47010537896	2.409316579543756	0.0812057293707862	bacteria
Vagococcus fluvialis	UP000288197	2738	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000288197/UP000288197_2738.fasta.gz	2526.0	310.0791765637371	37031.80521373752	2.41418722635825	0.0707969692914308	bacteria
Vagococcus salmoninarum	UP000287239	2739	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000287239/UP000287239_2739.fasta.gz	2859.0	314.6365862189577	44561.87593179898	2.4147230379557776	0.0747429131869491	bacteria
Peptococcus niger	UP000198995	2741	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000198995/UP000198995_2741.fasta.gz	1844.0	317.0704989154013	62422.34011673413	2.398490341334956	0.0928298141260123	bacteria
Synergistes jonesii	UP000027665	2754	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000027665/UP000027665_2754.fasta.gz	2481.0	316.23297057638047	42929.2432834705	2.4154196906343315	0.0776786888931346	bacteria
Brochothrix thermosphacta (Microbacterium thermosphactum)	UP000243591	2756	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000243591/UP000243591_2756.fasta.gz	2406.0	303.2913549459684	43296.41611650016	2.394863353784934	0.0789474009930909	bacteria
Dactylococcopsis salina PCC 8305	UP000010482	13035	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000010482/UP000010482_13035.fasta.gz	3305.0	303.8956127080182	116359.5093784456	2.348322181829821	0.1151232425066233	bacteria
Rarobacter faecitabidus	UP000315389	13243	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000315389/UP000315389_13243.fasta.gz	2325.0	359.4898924731183	80567.93417059944	2.4450678880613297	0.0990614999202715	bacteria
Suttonella indologenes	UP000254575	13276	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000254575/UP000254575_13276.fasta.gz	2313.0	316.1076523994812	80803.70164124244	2.390231771421701	0.0937030067686814	bacteria
Corynebacterium flavescens	UP000185479	28028	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000185479/UP000185479_28028.fasta.gz	2152.0	328.996282527881	51697.603891334365	2.4335275211738745	0.0748421063039282	bacteria
Saccharopolyspora rectivirgula	UP000031419	28042	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000031419/UP000031419_28042.fasta.gz	3222.0	311.72222222222223	37344.883076339305	2.416656748180614	0.0704615447552756	bacteria
Lachnospira multipara	UP000236726	28051	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000236726/UP000236726_28051.fasta.gz	2518.0	327.3971405877681	49773.223225829264	2.4207509362359825	0.0891042442664679	bacteria
Heliobacillus mobilis	UP000430670	28064	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000430670/UP000430670_28064.fasta.gz	3745.0	307.158611481976	47599.51970747321	2.3847638346422007	0.0954481302655546	bacteria
Rhodoferax fermentans	UP000190750	28066	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000190750/UP000190750_28066.fasta.gz	3985.0	326.9859473023839	51595.90140889782	2.4279623548472227	0.0771109655827043	bacteria
Nostoc sp. (strain ATCC 29411 / PCC 7524)	UP000010378	28072	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000010378/UP000010378_28072.fasta.gz	5398.0	335.17710263060394	190538.55636277288	2.388884899738175	0.1127468280888562	bacteria
Neisseria weaveri	UP000272771	28091	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000272771/UP000272771_28091.fasta.gz	2011.0	314.9766285430134	61661.359154995786	2.401974605788585	0.0851387511559825	bacteria
Robbsia andropogonis	UP000033618	28092	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000033618/UP000033618_28092.fasta.gz	4737.0	310.4834283301668	43885.15433891975	2.401974028143691	0.0832391145153881	bacteria
Trinickia caryophylli (Paraburkholderia caryophylli)	UP000192911	28094	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000192911/UP000192911_28094.fasta.gz	5785.0	332.209161624892	57496.1720114858	2.4326940365708145	0.0816618782951324	bacteria
Phyllobacterium myrsinacearum	UP000238563	28101	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000238563/UP000238563_28101.fasta.gz	5142.0	313.6627771295216	40148.92885733177	2.419720717283921	0.0701197307739145	bacteria
Bacteroides heparinolyticus	UP000279562	28113	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000279562/UP000279562_28113.fasta.gz	2705.0	371.2746765249538	63486.2614331886	2.474786772269157	0.0885015852999302	bacteria
Porphyromonas levii	UP000297225	28114	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000297225/UP000297225_28114.fasta.gz	1990.0	341.8040201005025	53629.55031062805	2.437156376555723	0.090364472868798	bacteria
Porphyromonas macacae	UP000030103	28115	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000030103/UP000030103_28115.fasta.gz	1843.0	347.3488876831253	55518.55736439726	2.450104847778825	0.0822650377120609	bacteria
Rikenella microfusus	UP000255233	28139	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000255233/UP000255233_28139.fasta.gz	2358.0	341.2324003392705	54271.34944616635	2.434230158809025	0.0949189972529604	bacteria
Caviibacterium pharyngocola	UP000230282	28159	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000230282/UP000230282_28159.fasta.gz	2334.0	312.5539845758355	45851.7148298086	2.4065612552369635	0.0796881266488012	bacteria
Conservatibacter flavescens	UP000229329	28161	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000229329/UP000229329_28161.fasta.gz	2416.0	323.00703642384104	53640.68939146203	2.4271004967702985	0.0726338052742754	bacteria
Vibrio nigripulchritudo	UP000016895	28173	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000016895/UP000016895_28173.fasta.gz	5540.0	329.87075812274367	55612.81665694455	2.434004021018091	0.0755172325707278	bacteria
Magnetovibrio blakemorei	UP000095347	28181	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000095347/UP000095347_28181.fasta.gz	3316.0	310.5072376357057	77316.97159164306	2.3956412362478803	0.081159234978682	bacteria
Capnocytophaga cynodegmi	UP000038055	28189	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000038055/UP000038055_28189.fasta.gz	2439.0	324.8146781467815	72815.14529717897	2.3965163769056472	0.1065712794297725	bacteria
Chelatococcus asaccharovorans	UP000248021	28210	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000248021/UP000248021_28210.fasta.gz	6659.0	316.5185463282775	35990.4590657147	2.4228964185496533	0.0756838328444073	bacteria
Sphingomonas adhaesiva	UP000218323	28212	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000218323/UP000218323_28212.fasta.gz	3413.0	329.20216818048635	62972.18772097171	2.424391367126514	0.0830442263277283	bacteria
Sphingomonas sp.	UP000315532	28214	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000315532/UP000315532_28214.fasta.gz	3455.0	224.8298118668596	25214.09899518753	2.254638677589329	0.0877347878733673	bacteria
Geotoga petraea	UP000199322	28234	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000199322/UP000199322_28234.fasta.gz	2070.0	319.280193236715	43464.504344090245	2.414238713542365	0.0862453715487808	bacteria
Mycoplana dimorpha	UP000241247	28320	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000241247/UP000241247_28320.fasta.gz	4217.0	312.9030116196348	42825.667773186055	2.40921700535284	0.0809508094648137	bacteria
Hydrogenovibrio marinus	UP000027341	28885	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000027341/UP000027341_28885.fasta.gz	2330.0	316.0197424892704	44221.49724853821	2.4128562295511915	0.0781028759107778	bacteria
Streptomyces nitrosporeus	UP000326178	28894	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000326178/UP000326178_28894.fasta.gz	6361.0	330.9279987423361	55399.77877726793	2.4331252964764927	0.0781118136215256	bacteria
Candidatus Magnetobacterium bavaricum	UP000033423	29290	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000033423/UP000033423_29290.fasta.gz	6447.0	245.7664029781293	49256.23924959433	2.2466557439062256	0.1242099958736559	bacteria
Mycobacterium haemophilum	UP000036334	29311	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000036334/UP000036334_29311.fasta.gz	3743.0	322.9126369222549	55757.91406527888	2.4175427082131864	0.081343475077105	bacteria
Domibacillus aminovorans	UP000076935	29332	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000076935/UP000076935_29332.fasta.gz	3573.0	282.92163448082846	35320.247496543845	2.3625742248421004	0.0813854441086377	bacteria
[Clostridium] cellulosi	UP000032431	29343	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000032431/UP000032431_29343.fasta.gz	2007.0	318.4638764324863	50313.39338536458	2.409369140209843	0.0879650593584542	bacteria
Caloramator fervidus	UP000242850	29344	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000242850/UP000242850_29344.fasta.gz	1775.0	303.6050704225352	41934.66074090541	2.39284898056381	0.0829164167190744	bacteria
[Clostridium] thermoalcaliphilum	UP000190140	29349	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000190140/UP000190140_29349.fasta.gz	2026.0	300.0508390918065	37201.73124127089	2.388315331787794	0.0845057618705918	bacteria
Clostridium paraputrificum	UP000092714	29363	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000092714/UP000092714_29363.fasta.gz	3219.0	313.1606088847468	45656.89681951728	2.409400621752948	0.0772315662373524	bacteria
[Clostridium] polysaccharolyticum	UP000199800	29364	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000199800/UP000199800_29364.fasta.gz	3018.0	338.70941020543404	67722.736543835	2.4253642125287684	0.0965886537722495	bacteria
Clostridium puniceum	UP000190890	29367	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000190890/UP000190890_29367.fasta.gz	5300.0	305.15415094339625	60429.32837491587	2.3731735198052006	0.1035564085890434	bacteria
Clostridium thermobutyricum	UP000013097	29372	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000013097/UP000013097_29372.fasta.gz	3294.0	296.18093503339406	45012.09601054361	2.371656996075101	0.0938020647220022	bacteria
Desulfofundulus thermobenzoicus	UP000441717	29376	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000441717/UP000441717_29376.fasta.gz	3512.0	288.68365603644645	45968.91356931259	2.3585025313874617	0.0922995113251742	bacteria
Staphylococcus auricularis	UP000242470	29379	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000242470/UP000242470_29379.fasta.gz	2003.0	299.41787319021466	42605.91170836153	2.387697263918211	0.0822980813602725	bacteria
Rhodoplanes elegans	UP000248863	29408	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000248863/UP000248863_29408.fasta.gz	5973.0	294.579105976896	39778.77291902644	2.3778109549446094	0.0833230464283873	bacteria
Rhodoplanes roseus	UP000249130	29409	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000249130/UP000249130_29409.fasta.gz	6350.0	301.1803149606299	43303.406920675705	2.3869823446751672	0.0841375902154658	bacteria
Nitrobacter vulgaris	UP000189940	29421	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000189940/UP000189940_29421.fasta.gz	3500.0	297.08314285714283	57058.69128477525	2.3586371694766672	0.1005165458290313	bacteria
Paucimonas lemoignei (Pseudomonas lemoignei)	UP000249663	29443	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000249663/UP000249663_29443.fasta.gz	5149.0	330.4740726354632	58509.09203354639	2.4291923092533088	0.0811662445238989	bacteria
Bradyrhizobium elkanii	UP000032215	29448	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000032215/UP000032215_29448.fasta.gz	6820.0	310.4285923753666	44448.56023236351	2.40908960811798	0.0753886285320663	bacteria
Rhizobium etli	UP000248982	29449	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000248982/UP000248982_29449.fasta.gz	6373.0	298.4271143888279	52171.65150574915	2.3805985900087734	0.0866927247209733	bacteria
Yersinia ruckeri	UP000255169	29486	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000255169/UP000255169_29486.fasta.gz	3467.0	312.7949235650418	51741.58083977344	2.3965093360601983	0.0913583220783577	bacteria
Vibrio navarrensis	UP000029994	29495	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000029994/UP000029994_29495.fasta.gz	3643.0	331.633818281636	50565.87850455456	2.434180734556063	0.0786199865381161	bacteria
Porphyromonas circumdentaria	UP000190121	29524	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000190121/UP000190121_29524.fasta.gz	1689.0	346.0698638247484	56553.036585348746	2.441324514684903	0.0922212947203992	bacteria
Flavobacterium succinicans	UP000093807	29536	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000093807/UP000093807_29536.fasta.gz	2812.0	340.62873399715505	67956.06204137071	2.426195540758198	0.0964986838274917	bacteria
Thermoleophilum album	UP000222056	29539	bacteria	/ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/reference_proteomes/Bacteria/UP000222056/UP000222056_29539.fasta.gz	2060.0	329.8407766990291	41681.46662202879	2.439168850671805	0.0738911136518602	bacteria
