genes_species	genes_mean	genes_var	tax_id	prots_superregnum	prots_mean	prots_var	merged_division_superregnum
flavonifractor_plautii_atcc_29863_gca_000239295	808.0670874240299	403884.2987481668	411475	bacteria	268.69611968209443	44876.80078456552	bacteria
faecalibacterium_prausnitzii_a2_165_gca_000162015	805.0595683453238	408504.72903550736	411483	bacteria	267.8608870967742	45395.88297564614	bacteria
celerinatantimonas_diazotrophica_gca_004339545	958.1857830642878	372916.486154762	412034	bacteria	319.1163120567376	41411.87182521473	bacteria
trichoderma_virens	1711.2354032258063	2141883.386551979	413071	eukaryota	471.1731405959784	206641.8700360654	fungi
candidatus_ruthia_magnifica_str_cm_calyptogena_magnifica__gca_000015105	941.9282786885246	419388.0420302648	413404	bacteria	313.3094262295082	46592.67338797815	bacteria
sediminibacterium_ginsengisoli_gca_900167075	1039.5488008923592	692830.8552189243	413434	bacteria	346.23596760681374	76986.2389964727	bacteria
_polyangium_brachysporum_gca_001017435	1017.0160158358826	1122058.8022992425	413882	bacteria	338.7058292726945	124937.06868261997	bacteria
cenarchaeum_symbiosum_a_gca_000200715	925.5880019831432	2575850.3435662934	414004	archaea	308.51285855588526	285597.2732140909	archaea
pedobacter_insulae_gca_900113525	1075.7244303126656	610646.1938530414	414048	bacteria	357.9792938677993	67939.12649626174	bacteria
caenispirillum_bisanense_gca_900230255	958.3283491614468	458499.0944690002	414052	bacteria	319.11634965600973	50925.22001597809	bacteria
rhodospirillum_centenum_sw_gca_000016185	947.6954783912066	516486.8925007893	414684	bacteria	315.07730923694777	57606.09545286342	bacteria
paenibacillus_donghaensis_gca_002192415	947.4458344789662	556626.3625957355	414771	bacteria	315.1415537738457	62091.67773384979	bacteria
flavobacterium_terrae_gca_900142035	1010.4158004158004	580426.6215041599	415425	bacteria	336.38883107873744	64497.19261636389	bacteria
hyperthermus_butylicus_dsm_5456_gca_000015145	844.3183520599251	313886.88547186094	415426	archaea	280.792759051186	34870.86270831042	archaea
thiohalomonas_denitrificans_gca_900102855	943.8322085889572	493437.0307511808	415747	bacteria	314.0940092165899	54871.47302802081	bacteria
rhodanobacter_thiooxydans_gca_001617355	1017.364729458918	499497.9780454379	416169	bacteria	338.45662754079586	55499.52138575957	bacteria
actinobacillus_pleuropneumoniae_serovar_5b_str_l20_gca_000015885	975.4209741550696	485012.3433291352	416269	bacteria	324.9071856287425	54049.37230979877	bacteria
penicillium_antarcticum_gca_002072345	1612.8242140003474	1501238.350404685	416450	eukaryota	468.5353499824129	142241.68857526226	fungi
pseudothermotoga_lettingae_tmo_gca_000017865	985.114705882353	300330.0437267403	416591	bacteria	327.6995098039216	33371.06071579686	bacteria
paraburkholderia_caballeronis_gca_900109675	985.2433349491032	526530.2827306992	416943	bacteria	327.75084827920506	58504.52550226997	bacteria
burkholderia_sp_tne_862_gca_900096975	957.1637782982044	428954.2400369402	416944	bacteria	319.0532164658006	47586.06166349431	bacteria
streptomyces_indicus_gca_900100315	980.471272137353	423602.7732754636	417292	bacteria	326.1633951536483	47052.16406472374	bacteria
paenisporosarcina_antarctica_gca_004367585	885.6129303106633	312069.4108853918	417367	bacteria	294.49159663865544	34693.98325802723	bacteria
enterococcus_thailandicus_gca_001652875	938.774070945946	385762.37774734094	417368	bacteria	312.25802364864865	42862.48641637122	bacteria
puccinia_graminis	1713.5017721518986	1733105.7893506158	418459	eukaryota	394.247641509434	111766.04480861452	fungi
saccharopolyspora_shandongensis_gca_900106995	954.7640753572977	1539512.0839112292	418495	bacteria	317.83154355136134	171295.24423813575	bacteria
azonexus_hydrophilus_gca_001956855	981.4730486008835	429695.5905374033	418702	bacteria	326.3944575471698	47773.26753636151	bacteria
_candida_pseudohaemulonis_gca_003013735	1656.333657966498	1877646.159642296	418784	eukaryota	528.7903351519875	174316.20432676352	fungi
desulfoluna_spongiiphila_gca_900101345	1013.1773577701412	518405.3573104128	419481	bacteria	337.06319205803743	57600.79665522795	bacteria
calidifontibacter_indicus_gca_003386865	982.062977682666	367391.71101730806	419650	bacteria	326.74630996309963	41127.84795623487	bacteria
methanococcus_aeolicus_nankai_3_gca_000017185	884.5923180592991	313600.06092543894	419665	archaea	294.748322147651	34954.345615047256	archaea
hyunsoonleella_jejuensis_gca_900111025	1080.859863945578	635378.9323797023	419940	bacteria	359.63116706362706	70622.70802760278	bacteria
pelagicola_litoralis_gca_005518135	938.8042768042768	363505.1010155716	420403	bacteria	312.27056727056726	40388.57531586944	bacteria
chryseobacterium_hominis_gca_003730015	944.6102200671392	442962.7051044665	420404	bacteria	312.4001527300496	49820.6923758361	bacteria
methylibium_petroleiphilum_pm1_gca_000015725	954.6736345246122	401438.9366270976	420662	bacteria	317.180316586373	44188.537005774	bacteria
paraburkholderia_megapolitana_gca_900113825	1001.2393187929488	632903.078232675	420953	bacteria	333.05125523012555	70339.28492294965	bacteria
jannaschia_donghaensis_gca_001403795	901.8966111430212	366693.0160241342	420998	bacteria	300.0890804597701	40740.51060220106	bacteria
acinetobacter_rudis_cip_110305_gca_000413895	944.7279756973212	404739.9699049894	421052	bacteria	314.34940426711	44925.31164113614	bacteria
mesorhizobium_sp_wsm3876_gca_002294945	920.4951524766436	368759.0885255101	422277	bacteria	306.16343441466853	40980.54902068376	bacteria
mucilaginibacter_gracilis_gca_003633615	994.9785495403472	563796.3107946947	423350	bacteria	331.2480096919349	63412.543465832	bacteria
perkinsus_marinus_atcc_50983_gca_000006405	1572.2052057595638	3060708.7866282053	423536	eukaryota	323.1725760083631	104109.65405993184	protists
shewanella_sediminis_haw_eb3_gca_000018025	1018.8065376917946	511276.18231490033	425104	bacteria	338.93434231026043	56833.39395168778	bacteria
malassezia_globosa_cbs_7966_gca_000181695	1485.9188054129725	1120160.1371631934	425265	eukaryota	483.08097355487945	127012.822093434	fungi
pseudomonas_guineae_gca_900113745	976.8017899447224	466780.3969846836	425504	bacteria	325.01897733263047	51891.87045442448	bacteria
pedobacter_duraquae_gca_004362245	1044.27422813036	578451.9657435602	425511	bacteria	347.42097362213167	64285.47804135129	bacteria
pedobacter_metabolipauper_gca_004362715	1054.4547854785478	583861.2004750036	425513	bacteria	350.818701870187	64873.59828572647	bacteria
pedobacter_hartonius_gca_900107535	999.9708737864078	567141.6014389213	425514	bacteria	332.71536469572726	63013.69340946119	bacteria
methylobacterium_sp_4_46_gca_000019365	940.297967722654	510002.5433944643	426117	bacteria	312.4636678200692	56962.84396265099	bacteria
pyrenophora_triticirepentis	1615.726764730052	1373896.5450766543	426418	eukaryota	448.9068147902504	135287.59018819538	fungi
alkalibacterium_pelagium_gca_900109325	938.3608587943849	356807.0138824509	426702	bacteria	312.51612903225805	39615.94285104168	bacteria
pseudoxanthomonas_indica_gca_900167565	1012.9116985376828	568986.8822147232	428993	bacteria	336.954711673699	63237.38596189631	bacteria
ammonifex_degensii_kc4_gca_000024605	905.7603464870068	334948.49814759294	429009	bacteria	301.4217621569572	37208.61490190294	bacteria
modestobacter_versicolor_gca_003226595	849.4405342378631	284262.53913694946	429133	bacteria	282.56391774432905	31571.388460305363	bacteria
maribacter_polysiphoniae_gca_003148665	1032.506420364947	633878.3446523253	429344	bacteria	343.8973143759874	70454.45649617178	bacteria
devosia_chinhatensis_gca_000969445	936.5505148005147	417614.59384267015	429727	bacteria	311.909120206252	46381.05943645976	bacteria
devosia_crocina_gca_900116545	928.5933147632312	369470.3795596418	429728	bacteria	308.86406685236767	41052.42342285427	bacteria
pedobacter_steynii_gca_001721645	1115.0520328235732	966777.4002019851	430522	bacteria	371.18427931292007	107505.378733206	bacteria
pelomonas_puraquae_gca_002205845	1030.968265820422	519916.3290898412	431059	bacteria	343.0498506348021	57760.98033424472	bacteria
roseateles_aquatilis_gca_002205645	1032.522146664216	552491.4260259793	431061	bacteria	343.6715704303053	61373.88917137917	bacteria
trichoderma_reesei	1793.4829364643915	2298140.01927092	431241	eukaryota	492.574517120281	204567.7347604956	fungi
pythium_ultimum	1502.371157619359	1612862.193255315	431595	eukaryota	435.1596455260896	155734.161151832	protists
toxoplasma_gondii_veg_gca_000150015	4668.234244946492	22350542.83369455	432359	eukaryota	788.3397191813422	846780.4549686705	protists
aminicella_lysinilytica_gca_004362975	955.239263803681	439776.90353789023	433323	bacteria	317.74799433695136	48863.55402690082	bacteria
propioniciclava_tarda_gca_004324765	978.7463687150838	432220.4598647895	433330	bacteria	325.6885245901639	48012.27417314848	bacteria
pseudacidovorax_intermedius_gca_001476815	981.2806282722512	834093.6577205937	433924	bacteria	326.69077568134173	92710.68880145311	bacteria
bacteroides_vulgatus_atcc_8482_gca_000012825	1122.769003690037	593201.9577004098	435590	bacteria	374.23631341034655	66659.95946472767	bacteria
parabacteroides_distasonis_atcc_8503_gca_000012845	1127.0662337662338	542989.0080827201	435591	bacteria	375.4023498694517	60503.088790506976	bacteria
actinomyces_graevenitzii_c83_gca_000239695	1044.826227738802	513300.7365255571	435830	bacteria	347.7656587473002	57022.151429441554	bacteria
idiomarina_salinarum_gca_000753715	1006.17	429294.8300666984	435908	bacteria	334.7242857142857	47699.16501259103	bacteria
franconibacter_pulveris_gca_001077855	965.4794362292052	422043.5637092269	435910	bacteria	321.0273809523809	46765.00258423207	bacteria
fibularhizoctonia_sp_cbs_109695_gca_001630335	1468.0756842329588	2132581.2367365584	436010	eukaryota	336.5933487818626	86318.59822839325	fungi
ostreococcus_lucimarinus	1301.220570827305	1559273.3605765223	436017	eukaryota	403.5722004592733	164029.32425815382	plants
nitrosopumilus_maritimus_scm1_gca_000018465	826.991643454039	762958.0885588917	436308	archaea	274.99721448467966	84773.12095098797	archaea
sphingopyxis_indica_gca_900188185	957.1095324205633	559469.3699116934	436663	bacteria	318.6892626131953	62192.14073612797	bacteria
vanderwaltozyma_polyspora_dsm_70294_gca_000150035	1531.974099099099	1905602.1551390416	436907	eukaryota	505.9059089198344	211166.0739609373	fungi
lewinella_marina_gca_002631205	1149.990354609929	736620.5526878709	438751	bacteria	382.6641134751773	81846.4796567408	bacteria
ochrobactrum_anthropi_atcc_49188_gca_000017405	944.2396332569284	381047.43068398384	439375	bacteria	314.3577885221778	42503.1087140318	bacteria
aciduliprofundum_boonei_t469_gca_000025665	912.220207253886	465485.82445206336	439481	archaea	303.49577647823264	51886.33987161711	archaea
pseudosporangium_ferrugineum_gca_003002065	1006.3433781686498	565246.9304528473	439699	bacteria	334.88743692586365	62800.48706911561	bacteria
pelagibacterium_luteolum_gca_900100665	897.1872948898265	361460.8143848495	440168	bacteria	298.90124617916763	40172.17086627358	bacteria
tropicibacter_naphthalenivorans_gca_001458375	957.5690883190885	625567.0773914271	441103	bacteria	318.8143128863528	69525.21140983692	bacteria
tropicimonas_isoalkanivorans_gca_900112335	927.1902876198416	375319.5833369613	441112	bacteria	308.5388308977036	41684.613129557954	bacteria
tranquillimonas_alkanivorans_gca_900115595	906.9158271770764	336740.21817085054	441119	bacteria	302.0841939829367	37427.78832860014	bacteria
rhodobaca_barguzinensis_gca_001870665	953.3697571743928	378785.66616764734	441209	bacteria	317.488802875311	42076.58124903664	bacteria
cryptosporidium_muris_rn66_gca_000006515	1798.28952719878	3273087.893523652	441375	eukaryota	586.1323155216285	364721.8409763117	protists
corynebacterium_timonense_gca_900105305	978.1367741935484	407406.79195602686	441500	bacteria	324.82951103418435	45397.3085832673	bacteria
acholeplasma_laidlawii_pg_8a_gca_000018785	983.0217391304348	671012.705835987	441768	bacteria	327.0007246376812	74556.9738936007	bacteria
talaromyces_stipitatus_atcc_10500_gca_000003125	1815.9230151721924	1502589.251539142	441959	eukaryota	485.3924446583253	143779.35467781237	fungi
talaromyces_marneffei_atcc_18224_gca_000001985	1916.9476204729124	1572328.378517337	441960	eukaryota	512.2839050658157	156661.53452899944	fungi
scopulibacillus_darangshiensis_gca_004341035	876.6765346103614	322680.4696996366	442528	bacteria	291.60200304811667	35852.830675429424	bacteria
bifidobacterium_animalis_subsp_lactis_ad011_gca_000021425	1069.8075916230366	535190.0493987801	442563	bacteria	355.83147540983606	59570.56934985587	bacteria
sanguibacter_soli_gca_002564025	1032.909956366521	442181.7327619425	442709	bacteria	344.0883646541384	49377.82298856458	bacteria
ulvibacter_antarcticus_gca_003688405	1021.532679738562	596753.3913537085	442714	bacteria	340.1210228962236	66284.57934077372	bacteria
phycicoccus_dokdonensis_gca_900104525	980.3096153846154	425591.8582202423	443156	bacteria	326.6551819184123	47334.342330460415	bacteria
hoyosella_subflava_dqs3_9a1_gca_000214175	940.62954303932	770080.0432171596	443218	bacteria	312.8390389113332	85597.53959005867	bacteria
coccidioides_posadasii_str_silveira_gca_000170175	1827.8853789731047	1636885.8342785756	443226	eukaryota	408.8696248408267	127235.18901554302	fungi
marinitoga_piezophila_ka3_gca_000255135	1005.8577712609972	390324.0340398224	443254	bacteria	334.77054794520546	43375.86656240153	bacteria
devosia_geojensis_gca_000969415	914.1173673673674	311988.17170330527	443610	bacteria	304.30961923847696	34628.33558271643	bacteria
streptomyces_sp_cnq_509_gca_001011035	1028.5192757921025	630822.9774226411	444103	bacteria	342.6535259934035	70316.86297177844	bacteria
mycolicibacterium_insubricum_gca_002086255	966.3875267793384	392959.6445491437	444597	bacteria	321.5285714285714	43657.90439900656	bacteria
rhodoplanes_piscinae_gca_003258855	884.7164268585132	362354.3263261468	444923	bacteria	294.304756195044	40251.56271173347	bacteria
clostridium_botulinum_c_str_eklund_gca_000171095	887.7238169123351	412406.6571042459	445337	bacteria	295.77351097178683	46115.99415497518	bacteria
pandoraea_thiooxydans_gca_001017775	976.447824993714	417737.8866759775	445709	bacteria	324.8483472117083	46513.51586488496	bacteria
dyella_thiooxydans_gca_001641285	974.8249611600208	506717.33791083767	445710	bacteria	324.1043072132849	56404.72672424091	bacteria
elusimicrobium_minutum_pei191_gca_000020145	971.2864617396992	628727.6076765433	445932	bacteria	323.04842931937173	69900.98390060928	bacteria
anaerofustis_stercorihominis_dsm_17244_gca_000154825	852.5178035178035	430902.3871292507	445971	bacteria	283.5066495066495	47877.77624331873	bacteria
anaerotruncus_colihominis_dsm_17241_gca_000154565	765.9152925231534	380352.9550914361	445972	bacteria	254.82040262384075	42284.04556553921	bacteria
erysipelatoclostridium_ramosum_dsm_1402_gca_000154485	911.2773745661092	486541.42019815545	445974	bacteria	303.0394819962097	54089.7213474725	bacteria
actinosynnema_mirum_dsm_43827_gca_000023245	1038.752024291498	1148850.465614123	446462	bacteria	345.62196180555554	127721.5076235274	bacteria
brachybacterium_faecium_dsm_4810_gca_000023405	1050.461212516297	381886.4037770752	446465	bacteria	349.6962769431744	42446.9773072712	bacteria
cellulomonas_flavigena_dsm_20109_gca_000092865	1009.6337683523656	479780.7287696411	446466	bacteria	335.8548870133406	53378.28258572389	bacteria
nocardiopsis_dassonvillei_subsp_dassonvillei_dsm_43111_gca_000092985	1003.3734764416956	581520.1674404778	446468	bacteria	333.7911588138985	64613.35193783086	bacteria
sanguibacter_keddieii_dsm_10542_gca_000024925	1032.35525606469	500645.0767787832	446469	bacteria	343.4517520215633	55627.23075319812	bacteria
stackebrandtia_nassauensis_dsm_44728_gca_000024545	974.475070555033	431039.3753389082	446470	bacteria	324.16021319956104	47885.776773614	bacteria
xylanimonas_cellulosilytica_dsm_15894_gca_000024965	1010.1124019750218	501246.1102557919	446471	bacteria	336.1104330136588	55711.23489402756	bacteria
kocuria_flava_gca_001482365	983.0943643512452	378844.2919774063	446860	bacteria	327.3888888888889	42274.20465321424	bacteria
histoplasma_capsulatum_g186ar_gca_000150115	1786.7550248541172	1503211.0132542248	447093	eukaryota	451.0181245930106	138542.7832381627	fungi
ekhidna_lutea_gca_900188325	1056.901154982541	1054302.2223602992	447679	bacteria	351.7995162590701	117159.82054815305	bacteria
tenacibaculum_soleae_gca_001693415	984.6024981631152	505441.4464913682	447689	bacteria	327.5341660543718	56160.16072126312	bacteria
trichormus_variabilis_sag_1403_4b_gca_003991935	936.5058027079305	565514.0066407273	447716	bacteria	311.5381191950464	62848.02099681025	bacteria
sorangium_cellulosum_so_ce56_gca_000067165	1206.09152	1113719.0769656326	448385	bacteria	401.6158798283262	123228.90383622552	bacteria
paenibacillus_contaminans_gca_003285015	1067.3689950980392	696975.3035857041	450362	bacteria	355.1609265841402	77441.77711490501	bacteria
phenylobacterium_zucineum_hlk1_gca_000017265	1005.0796574987028	409143.2277563322	450851	bacteria	334.2047941636269	45629.16889022345	bacteria
trichoderma_atroviride_imi_206040_gca_000171015	1795.99006031773	1825502.151048178	452589	eukaryota	457.170943075616	164697.51721153298	fungi
amphritea_balenae_gca_003858655	1013.7794369645044	1371547.626413493	452629	bacteria	337.2373836354728	152490.00562981062	bacteria
opitutus_terrae_pb90_1_gca_000019965	1143.00303555941	1202713.4140007596	452637	bacteria	380.8487358326068	134218.2605237994	bacteria
polynucleobacter_necessarius_stir1_gca_000019745	807.3587533156499	359238.826087894	452638	bacteria	268.5633709356337	39923.51971983775	bacteria
kitasatospora_setae_km_6054_gca_000269985	1012.0825029892388	715616.5335856555	452652	bacteria	336.44323525460163	79899.47121296628	bacteria
sphingobium_japonicum_ut26s_gca_000091125	909.358670914884	469962.3539118229	452662	bacteria	302.24384633080285	52300.6193103749	bacteria
sphingobium_sp_tcm1_gca_001650725	961.1341927303466	397100.3153218381	453246	bacteria	319.7117497886729	44122.40854506695	bacteria
actinomadura_bangladeshensis_gca_004348335	956.260919103684	412335.361261804	453573	bacteria	318.5084939148073	45767.733920490384	bacteria
pusillimonas_ginsengisoli_gca_005239165	967.9067610446668	410696.751558281	453575	bacteria	322.287841796875	45720.648506598656	bacteria
rhodobacter_aestuarii_gca_900156655	961.7832417582416	943431.6641873448	453582	bacteria	320.5155604516662	104926.99307736488	bacteria
ignicoccus_hospitalis_kin4_i_gca_000017945	836.9372384937238	299467.7964769466	453591	archaea	278.29776847977683	33273.687266475325	archaea
lysobacter_soli_gca_003382285	987.3486264514302	474800.2050540619	453783	bacteria	328.4320113314448	52768.9640642447	bacteria
luteimonas_aestuarii_gca_004357985	982.2002994011976	461421.2623539085	453837	bacteria	327.1829085457271	51213.02412291154	bacteria
aspergillus_calidoustus_gca_001511075	1660.8838100270823	1537002.3904493223	454130	eukaryota	455.19927224611314	118880.64720074068	fungi
phormidium_ambiguum_iam_m_71_gca_001904725	1008.4171409985364	701008.0496150518	454136	bacteria	335.515940143136	77890.75572439661	bacteria
pyrinomonas_methylaliphatogenes_gca_000820845	1051.6037735849056	529272.6268495492	454194	bacteria	349.97860962566847	58788.20218547972	bacteria
coccidioides_immitis_rmscc_3703_gca_000150085	1522.5782554457346	1138506.5504254014	454286	eukaryota	351.3257197696737	82894.27013217217	fungi
maritalea_myrionectae_gca_003433515	911.4123376623376	471817.6615960495	454601	bacteria	303.1123139377537	52436.04125330695	bacteria
saccharopolyspora_antimicrobica_gca_900114905	941.3545229082364	525621.7850020602	455193	bacteria	313.2062704114958	58422.39212163839	bacteria
methanoregula_boonei_6a8_gca_000017625	892.7477551020409	402801.415317539	456442	archaea	296.8861224489796	44757.033576220194	archaea
rhizoctonia_solani_gca_001286725	2040.791039757922	2386298.28921695	456999	eukaryota	528.3005556490991	165702.9077221801	fungi
clostridium_sp_7_2_43faa_gca_000158375	927.8254716981132	429802.52570900775	457396	bacteria	308.73089406904694	47758.69202343299	bacteria
synergistes_sp_3_1_syn1_gca_000238615	973.4817567567568	432601.0797616982	457415	bacteria	323.96313831586065	48076.32441883505	bacteria
clostridiales_bacterium_1_7_47faa_gca_000155435	921.877479206654	405986.5442567705	457421	bacteria	306.66517357222847	45108.23555332586	bacteria
streptomyces_himastatinicus_atcc_53653_gca_000158915	996.6099630193604	781690.7404903066	457427	bacteria	331.8926664487305	86961.87328644856	bacteria
streptomyces_pristinaespiralis_atcc_25486_gca_000154945	942.2898529625857	407138.357877512	457429	bacteria	313.5728226041363	45240.60103258528	bacteria
natranaerobius_thermophilus_jw_nm_wn_lf_gca_000020005	945.1019986216404	341108.42116801377	457570	bacteria	313.7218124341412	38285.86214878702	bacteria
rivibacter_subsaxonicus_gca_004217215	993.9151797968708	470776.2923642386	457575	bacteria	330.70337819280417	52310.95869462864	bacteria
macrococcus_caseolyticus_jcsc5402_gca_000010585	938.2896652110626	329202.8466358588	458233	bacteria	312.22340942204954	36593.2280037249	bacteria
candidatus_cloacimonas_acidaminovorans_str_evry_gca_000146065	1076.100826446281	965590.5956718636	459349	bacteria	358.0893546607832	107339.60017910867	bacteria
planomicrobium_glaciei_gca_900099655	890.2982961992136	303631.0357994036	459472	bacteria	296.3421674101286	33715.61989860819	bacteria
methylobacterium_nodulans_ors_2060_gca_000022085	853.615597544831	467428.091985864	460265	bacteria	283.7410187007874	52584.35632390367	bacteria
thecamonas_trahens_atcc_50062_gca_000142905	2259.0141325998293	4299238.896878603	461836	eukaryota	649.7855311876958	436312.0786664406	protists
bordetella_genomosp_4_gca_002261185	991.4018072289156	355130.8079903063	463044	bacteria	329.8145841703495	39470.79201550919	bacteria
streptomyces_sp_f_1_gca_900079405	975.0778022583312	541376.9859580946	463642	bacteria	324.2323817404496	60151.58447403688	bacteria
rhizobium_oryzae_gca_001938935	961.6227312013827	418275.3722257787	464029	bacteria	319.90858007348174	46479.77611962194	bacteria
micrococcus_luteus_nctc_2665_gca_000023205	995.2173524150268	364622.4896495419	465515	bacteria	331.31354780244675	40779.56528781537	bacteria
steroidobacter_denitrificans_gca_001579945	1006.7307563025212	445468.38511627377	465721	bacteria	334.46312584573747	49611.08662630023	bacteria
erwinia_tasmaniensis_et1_99_gca_000026185	952.124516841524	467359.8107823543	465817	bacteria	316.8745163073521	51949.160362290175	bacteria
biostraticola_tofi_gca_004343195	950.9481613891726	398956.6657667336	466109	bacteria	316.60940695296523	44290.798050070094	bacteria
rhodobacteraceae_bacterium_klh11_gca_000158135	904.1001403837156	868512.6887760159	467661	bacteria	300.8775124142824	97166.10230639324	bacteria
streptococcus_gordonii_str_challis_substr_ch1_gca_000017005	941.6587030716724	572352.2219961708	467705	bacteria	313.2785365853658	63621.69543953624	bacteria
flavobacterium_fluvii_gca_900129545	1065.9429472477063	704016.7168472904	468056	bacteria	354.64908256880733	78225.05892660288	bacteria
thermobispora_bispora_dsm_43833_gca_000092645	984.7546531302876	385813.0636243225	469371	bacteria	327.6456981664316	42867.09621808607	bacteria
dethiosulfovibrio_peptidovorans_dsm_11002_gca_000172975	967.3576078112286	362460.8785766113	469381	bacteria	321.95230263157896	40410.32598400052	bacteria
halogeometricum_borinquense_dsm_11551_gca_000172995	872.4409953822473	379164.65766716393	469382	archaea	290.19414483821265	42159.41927215574	archaea
conexibacter_woesei_dsm_14684_gca_000025265	1009.3126479540074	426628.2017442809	469383	bacteria	335.7768944519621	47419.06559360212	bacteria
fusobacterium_mortiferum_atcc_9817_gca_000158195	923.1717888100868	356078.17307847016	469616	bacteria	307.5924170616114	39536.03768250004	bacteria
fusobacterium_varium_atcc_27725_gca_000159915	948.7822473404256	587291.2438882634	469618	bacteria	315.66045892916526	65267.36537876469	bacteria
moraxella_pluranimalium_gca_002014825	954.7375122428992	527759.1755544154	470453	bacteria	317.58178256611166	58641.42912411145	bacteria
geobacillus_sp_wch70_gca_000023385	881.7550505050505	338359.5263401301	471223	bacteria	289.632217847769	38460.60542048157	bacteria
alicyclobacillus_ferrooxydans_gca_001399675	880.0745116952013	310869.4968586315	471514	bacteria	292.8404152583293	34564.78133650948	bacteria
thermomonospora_curvata_dsm_43183_gca_000024385	964.382208588957	471592.1093581812	471852	bacteria	320.79030278232403	52419.025181164696	bacteria
beutenbergia_cavernae_dsm_12333_gca_000023105	1027.1636883488206	465566.85094044433	471853	bacteria	341.8371871275328	51726.08531206679	bacteria
dyadobacter_fermentans_dsm_18053_gca_000023125	1092.6614792795942	613809.0990947684	471854	bacteria	363.87024373136944	68312.2132550616	bacteria
slackia_heliotrinireducens_dsm_20476_gca_000023885	981.9536231884058	489705.4664964727	471855	bacteria	326.848	54753.83210767552	bacteria
saccharomonospora_viridis_dsm_43017_gca_000023865	976.4455186830417	586878.5183979733	471857	bacteria	325.01776384535003	65348.687951935855	bacteria
bacteroides_intestinalis_dsm_17393_gca_000172175	1125.0460191407046	698062.7062321128	471870	bacteria	374.4875357580711	77717.82929484596	bacteria
proteus_penneri_atcc_35198_gca_000155835	638.1462619678142	221940.740624268	471881	bacteria	212.0490935017315	24659.92036847313	bacteria
nitratireductor_basaltis_gca_000733725	936.7765217391304	394655.7125828532	472175	bacteria	311.56915047839954	43861.52313155769	bacteria
ignatzschineria_ureiclastica_gca_003121845	1036.5827676240208	537052.047874259	472582	bacteria	344.8380355276907	59705.04746001756	bacteria
nitrosococcus_halophilus_nc_4_gca_000024725	930.1325648414986	503759.78378464095	472759	bacteria	309.20371352785145	56298.984226057466	bacteria
vibrio_mangrovi_gca_900184095	995.79642939949	597215.1143935558	474394	bacteria	331.2509276437848	66371.7143345603	bacteria
granulicella_pectinivorans_gca_900114625	1115.718779342723	636829.244681299	474950	bacteria	371.2340925099789	70775.24885151892	bacteria
hydrogenoanaerobacterium_saccharovorans_gca_900110045	959.9819050870605	561229.8756970523	474960	bacteria	319.3291225674292	62360.66691456455	bacteria
jannaschia_seohaensis_gca_003149265	924.3119068162208	614747.0138042598	475081	bacteria	307.7225221334485	68303.60095916662	bacteria
roseovarius_aestuarii_gca_900172285	923.621409921671	345244.66708449705	475083	bacteria	307.3003918154114	38357.231756868	bacteria
pedobacter_nyackensis_gca_900176505	1127.736312399356	770935.0309179068	475255	bacteria	375.36504736948194	85746.5491732286	bacteria
halomonas_beimenensis_gca_002549795	952.096926713948	366416.0943862434	475662	bacteria	317.3426146910634	40843.74942753824	bacteria
streptomyces_cyaneogriseus_subsp_noncyanogenus_gca_000931445	1002.5231560891938	636537.8494379701	477245	bacteria	333.5481214616572	70729.04491282257	bacteria
modestobacter_marinus_gca_000306785	931.5863018729344	371190.243698461	477641	bacteria	309.9891444342226	41284.15722479235	bacteria
filimonas_lacunae_gca_900156765	1146.1162415240556	1077669.789166172	477680	bacteria	381.43210075892137	119741.51319418104	bacteria
lishizhenia_tianjinensis_gca_900116425	1040.2323264781492	650069.9797582631	477690	bacteria	346.0796915167095	72231.19133285241	bacteria
candidatus_desulforudis_audaxviator_mp104c_gca_000018425	928.21375464684	393290.5614471699	477974	bacteria	307.7125468164794	43889.71124297205	bacteria
marvinbryantia_formatexigens_dsm_14469_gca_000173815	853.4144199346405	429199.94446209446	478749	bacteria	283.86636697997545	47697.07022358571	bacteria
brevibacterium_ravenspurgense_gca_001584615	1023.2222772277228	413802.809904668	479117	bacteria	340.4074257425743	45978.08998940756	bacteria
nakamurella_multipartita_dsm_44233_gca_000024365	1006.456575682382	486717.7510253852	479431	bacteria	334.3048994729651	54847.85313296041	bacteria
streptosporangium_roseum_dsm_43021_gca_000024865	989.6875417873856	539017.1527769055	479432	bacteria	329.44031267448355	60000.70123376419	bacteria
catenulispora_acidiphila_dsm_44928_gca_000024025	1040.994166479695	617358.483753692	479433	bacteria	346.35379952856664	68610.66690883317	bacteria
sphaerobacter_thermophilus_dsm_20745_gca_000024985	982.4756974403222	367163.46121876687	479434	bacteria	327.1800633823105	41028.05373498158	bacteria
kribbella_flavida_dsm_17836_gca_000024345	978.2376494310816	458799.00574451714	479435	bacteria	325.4536023054755	50993.299907759385	bacteria
eggerthella_lenta_dsm_2243_gca_000024265	1026.607561929596	448131.8648531344	479437	bacteria	341.60085134250164	50071.62674018556	bacteria
pediococcus_argentinicus_gca_001437605	887.5378006872852	356769.370776593	480391	bacteria	295.1792668957617	39641.041197399216	bacteria
myroides_profundi_gca_000833025	972.7046223224352	551699.5952760625	480520	bacteria	323.97198641765704	61491.49001603605	bacteria
